,load,type,compressor,iteration,avg_time,std_dev,min_time,max_time,q1,median_time,q3,iqr,lower_whisker,upper_whisker,num_outliers
32,IRIS-HABER,CONC,BZ2,6,0.9290409088134761,0.0,0.9290409088134761,0.9290409088134761,0.9290409088134761,0.9290409088134761,0.9290409088134761,0.0,0.9290409088134761,0.9290409088134761,0.0
33,IRIS-HABER,CONC,ENTROPY,3,0.5387997627258301,0.0,0.5387997627258301,0.5387997627258301,0.5387997627258301,0.5387997627258301,0.5387997627258301,0.0,0.5387997627258301,0.5387997627258301,0.0
34,IRIS-HABER,CONC,GZIP,2,0.8545291423797601,0.0,0.8545291423797601,0.8545291423797601,0.8545291423797601,0.8545291423797601,0.8545291423797601,0.0,0.8545291423797601,0.8545291423797601,0.0
35,IRIS-HABER,CONC,JP2,7,5.374444961547852,0.0,5.374444961547852,5.374444961547852,5.374444961547852,5.374444961547852,5.374444961547852,0.0,5.374444961547852,5.374444961547852,0.0
36,IRIS-HABER,CONC,PNG,20,9.833919525146484,0.0,9.833919525146484,9.833919525146484,9.833919525146484,9.833919525146484,9.833919525146484,0.0,9.833919525146484,9.833919525146484,0.0
37,IRIS-HABER,CONC,PPMD,7,1.101316928863525,0.0,1.101316928863525,1.101316928863525,1.101316928863525,1.101316928863525,1.101316928863525,0.0,1.101316928863525,1.101316928863525,0.0
38,IRIS-HABER,CONC,WEBP,9,4.560294151306152,0.0,4.560294151306152,4.560294151306152,4.560294151306152,4.560294151306152,4.560294151306152,0.0,4.560294151306152,4.560294151306152,0.0
39,IRIS-HABER,CONC,ZLIB,2,0.40887784957885703,0.0,0.40887784957885703,0.40887784957885703,0.40887784957885703,0.40887784957885703,0.40887784957885703,0.0,0.40887784957885703,0.40887784957885703,0.0
40,IRIS-HABER,PROCESS,BZ2,4,0.6725580692291261,0.0,0.6725580692291261,0.6725580692291261,0.6725580692291261,0.6725580692291261,0.6725580692291261,0.0,0.6725580692291261,0.6725580692291261,0.0
41,IRIS-HABER,PROCESS,ENTROPY,5,0.7574889659881591,0.0,0.7574889659881591,0.7574889659881591,0.7574889659881591,0.7574889659881591,0.7574889659881591,0.0,0.7574889659881591,0.7574889659881591,0.0
42,IRIS-HABER,PROCESS,GZIP,0,0.33789587020874,0.0,0.33789587020874,0.33789587020874,0.33789587020874,0.33789587020874,0.33789587020874,0.0,0.33789587020874,0.33789587020874,0.0
43,IRIS-HABER,PROCESS,JP2,14,7.818209648132324,0.0,7.818209648132324,7.818209648132324,7.818209648132324,7.818209648132324,7.818209648132324,0.0,7.818209648132324,7.818209648132324,0.0
44,IRIS-HABER,PROCESS,PNG,3,1.336143732070922,0.0,1.336143732070922,1.336143732070922,1.336143732070922,1.336143732070922,1.336143732070922,0.0,1.336143732070922,1.336143732070922,0.0
45,IRIS-HABER,PROCESS,PPMD,2,1.5683326721191402,0.0,1.5683326721191402,1.5683326721191402,1.5683326721191402,1.5683326721191402,1.5683326721191402,0.0,1.5683326721191402,1.5683326721191402,0.0
46,IRIS-HABER,PROCESS,WEBP,2,1.395656585693359,0.0,1.395656585693359,1.395656585693359,1.395656585693359,1.395656585693359,1.395656585693359,0.0,1.395656585693359,1.395656585693359,0.0
47,IRIS-HABER,PROCESS,ZLIB,2,0.38154530525207503,0.0,0.38154530525207503,0.38154530525207503,0.38154530525207503,0.38154530525207503,0.38154530525207503,0.0,0.38154530525207503,0.38154530525207503,0.0
48,IRIS-HABER,TRAIN,BZ2,9,1.345715284347534,0.0,1.345715284347534,1.345715284347534,1.345715284347534,1.345715284347534,1.345715284347534,0.0,1.345715284347534,1.345715284347534,0.0
49,IRIS-HABER,TRAIN,ENTROPY,11,1.370126247406005,0.0,1.370126247406005,1.370126247406005,1.370126247406005,1.370126247406005,1.370126247406005,0.0,1.370126247406005,1.370126247406005,0.0
50,IRIS-HABER,TRAIN,GZIP,2,0.6689903736114501,0.0,0.6689903736114501,0.6689903736114501,0.6689903736114501,0.6689903736114501,0.6689903736114501,0.0,0.6689903736114501,0.6689903736114501,0.0
51,IRIS-HABER,TRAIN,JP2,-1,18.60996699333191,0.0,18.60996699333191,18.60996699333191,18.60996699333191,18.60996699333191,18.60996699333191,0.0,18.60996699333191,18.60996699333191,0.0
52,IRIS-HABER,TRAIN,PNG,18,8.057211637496948,0.0,8.057211637496948,8.057211637496948,8.057211637496948,8.057211637496948,8.057211637496948,0.0,8.057211637496948,8.057211637496948,0.0
53,IRIS-HABER,TRAIN,PPMD,2,0.48542094230651806,0.0,0.48542094230651806,0.48542094230651806,0.48542094230651806,0.48542094230651806,0.48542094230651806,0.0,0.48542094230651806,0.48542094230651806,0.0
54,IRIS-HABER,TRAIN,WEBP,8,3.911346912384033,0.0,3.911346912384033,3.911346912384033,3.911346912384033,3.911346912384033,3.911346912384033,0.0,3.911346912384033,3.911346912384033,0.0
55,IRIS-HABER,TRAIN,ZLIB,2,0.368547916412353,0.0,0.368547916412353,0.368547916412353,0.368547916412353,0.368547916412353,0.368547916412353,0.0,0.368547916412353,0.368547916412353,0.0
56,IRIS-HABER,MODEL,BZ2,15,2.171052455902099,0.0,2.171052455902099,2.171052455902099,2.171052455902099,2.171052455902099,2.171052455902099,0.0,2.171052455902099,2.171052455902099,0.0
57,IRIS-HABER,MODEL,ENTROPY,23,4.230560064315796,0.0,4.230560064315796,4.230560064315796,4.230560064315796,4.230560064315796,4.230560064315796,0.0,4.230560064315796,4.230560064315796,0.0
58,IRIS-HABER,MODEL,GZIP,3,0.8621718883514401,0.0,0.8621718883514401,0.8621718883514401,0.8621718883514401,0.8621718883514401,0.8621718883514401,0.0,0.8621718883514401,0.8621718883514401,0.0
59,IRIS-HABER,MODEL,JP2,14,7.460371494293213,0.0,7.460371494293213,7.460371494293213,7.460371494293213,7.460371494293213,7.460371494293213,0.0,7.460371494293213,7.460371494293213,0.0
60,IRIS-HABER,MODEL,PNG,9,3.006281614303589,0.0,3.006281614303589,3.006281614303589,3.006281614303589,3.006281614303589,3.006281614303589,0.0,3.006281614303589,3.006281614303589,0.0
61,IRIS-HABER,MODEL,PPMD,1,0.374718189239501,0.0,0.374718189239501,0.374718189239501,0.374718189239501,0.374718189239501,0.374718189239501,0.0,0.374718189239501,0.374718189239501,0.0
62,IRIS-HABER,MODEL,WEBP,23,10.788683652877808,0.0,10.788683652877808,10.788683652877808,10.788683652877808,10.788683652877808,10.788683652877808,0.0,10.788683652877808,10.788683652877808,0.0
63,IRIS-HABER,MODEL,ZLIB,7,0.8902866840362541,0.0,0.8902866840362541,0.8902866840362541,0.8902866840362541,0.8902866840362541,0.8902866840362541,0.0,0.8902866840362541,0.8902866840362541,0.0
64,CANCER-PHON,API,BZ2,18,3.974881649017334,0.0,3.974881649017334,3.974881649017334,3.974881649017334,3.974881649017334,3.974881649017334,0.0,3.974881649017334,3.974881649017334,0.0
65,CANCER-PHON,API,ENTROPY,6,0.86407995223999,0.0,0.86407995223999,0.86407995223999,0.86407995223999,0.86407995223999,0.86407995223999,0.0,0.86407995223999,0.86407995223999,0.0
66,CANCER-PHON,API,GZIP,27,7.273608446121216,0.0,7.273608446121216,7.273608446121216,7.273608446121216,7.273608446121216,7.273608446121216,0.0,7.273608446121216,7.273608446121216,0.0
67,CANCER-PHON,API,JP2,15,11.573391437530518,0.0,11.573391437530518,11.573391437530518,11.573391437530518,11.573391437530518,11.573391437530518,0.0,11.573391437530518,11.573391437530518,0.0
68,CANCER-PHON,API,PNG,10,4.255919933319092,0.0,4.255919933319092,4.255919933319092,4.255919933319092,4.255919933319092,4.255919933319092,0.0,4.255919933319092,4.255919933319092,0.0
69,CANCER-PHON,API,PPMD,13,2.405413627624511,0.0,2.405413627624511,2.405413627624511,2.405413627624511,2.405413627624511,2.405413627624511,0.0,2.405413627624511,2.405413627624511,0.0
70,CANCER-PHON,API,WEBP,25,17.491137266159058,0.0,17.491137266159058,17.491137266159058,17.491137266159058,17.491137266159058,17.491137266159058,0.0,17.491137266159058,17.491137266159058,0.0
71,CANCER-PHON,API,ZLIB,16,2.164501667022705,0.0,2.164501667022705,2.164501667022705,2.164501667022705,2.164501667022705,2.164501667022705,0.0,2.164501667022705,2.164501667022705,0.0
72,CANCER-PHON,LOGIC,BZ2,8,1.17610478401184,0.0,1.17610478401184,1.17610478401184,1.17610478401184,1.17610478401184,1.17610478401184,0.0,1.17610478401184,1.17610478401184,0.0
73,CANCER-PHON,LOGIC,ENTROPY,6,0.8830981254577631,0.0,0.8830981254577631,0.8830981254577631,0.8830981254577631,0.8830981254577631,0.8830981254577631,0.0,0.8830981254577631,0.8830981254577631,0.0
74,CANCER-PHON,LOGIC,GZIP,13,4.07992959022522,0.0,4.07992959022522,4.07992959022522,4.07992959022522,4.07992959022522,4.07992959022522,0.0,4.07992959022522,4.07992959022522,0.0
75,CANCER-PHON,LOGIC,JP2,15,10.649247169494629,0.0,10.649247169494629,10.649247169494629,10.649247169494629,10.649247169494629,10.649247169494629,0.0,10.649247169494629,10.649247169494629,0.0
76,CANCER-PHON,LOGIC,PNG,7,3.191708326339721,0.0,3.191708326339721,3.191708326339721,3.191708326339721,3.191708326339721,3.191708326339721,0.0,3.191708326339721,3.191708326339721,0.0
77,CANCER-PHON,LOGIC,PPMD,11,2.2607498168945312,0.0,2.2607498168945312,2.2607498168945312,2.2607498168945312,2.2607498168945312,2.2607498168945312,0.0,2.2607498168945312,2.2607498168945312,0.0
78,CANCER-PHON,LOGIC,WEBP,7,3.879791736602783,0.0,3.879791736602783,3.879791736602783,3.879791736602783,3.879791736602783,3.879791736602783,0.0,3.879791736602783,3.879791736602783,0.0
79,CANCER-PHON,LOGIC,ZLIB,13,1.7922556400299072,0.0,1.7922556400299072,1.7922556400299072,1.7922556400299072,1.7922556400299072,1.7922556400299072,0.0,1.7922556400299072,1.7922556400299072,0.0
80,CANCER-PHON,MEMORY,BZ2,23,3.765214443206787,0.0,3.765214443206787,3.765214443206787,3.765214443206787,3.765214443206787,3.765214443206787,0.0,3.765214443206787,3.765214443206787,0.0
81,CANCER-PHON,MEMORY,ENTROPY,-1,4.744271755218506,0.0,4.744271755218506,4.744271755218506,4.744271755218506,4.744271755218506,4.744271755218506,0.0,4.744271755218506,4.744271755218506,0.0
82,CANCER-PHON,MEMORY,GZIP,-1,8.023993253707886,0.0,8.023993253707886,8.023993253707886,8.023993253707886,8.023993253707886,8.023993253707886,0.0,8.023993253707886,8.023993253707886,0.0
83,CANCER-PHON,MEMORY,JP2,7,4.777362108230591,0.0,4.777362108230591,4.777362108230591,4.777362108230591,4.777362108230591,4.777362108230591,0.0,4.777362108230591,4.777362108230591,0.0
84,CANCER-PHON,MEMORY,PNG,25,14.403963088989258,0.0,14.403963088989258,14.403963088989258,14.403963088989258,14.403963088989258,14.403963088989258,0.0,14.403963088989258,14.403963088989258,0.0
85,CANCER-PHON,MEMORY,PPMD,22,6.217291355133057,0.0,6.217291355133057,6.217291355133057,6.217291355133057,6.217291355133057,6.217291355133057,0.0,6.217291355133057,6.217291355133057,0.0
86,CANCER-PHON,MEMORY,WEBP,-1,23.790438175201416,0.0,23.790438175201416,23.790438175201416,23.790438175201416,23.790438175201416,23.790438175201416,0.0,23.790438175201416,23.790438175201416,0.0
87,CANCER-PHON,MEMORY,ZLIB,-1,4.221609830856323,0.0,4.221609830856323,4.221609830856323,4.221609830856323,4.221609830856323,4.221609830856323,0.0,4.221609830856323,4.221609830856323,0.0
88,CANCER-PHON,ANOTHER-CONTROL,BZ2,-1,5.73344612121582,0.0,5.73344612121582,5.73344612121582,5.73344612121582,5.73344612121582,5.73344612121582,0.0,5.73344612121582,5.73344612121582,0.0
89,CANCER-PHON,ANOTHER-CONTROL,ENTROPY,-1,4.798814535140991,0.0,4.798814535140991,4.798814535140991,4.798814535140991,4.798814535140991,4.798814535140991,0.0,4.798814535140991,4.798814535140991,0.0
90,CANCER-PHON,ANOTHER-CONTROL,GZIP,-1,7.809482574462891,0.0,7.809482574462891,7.809482574462891,7.809482574462891,7.809482574462891,7.809482574462891,0.0,7.809482574462891,7.809482574462891,0.0
91,CANCER-PHON,ANOTHER-CONTROL,JP2,7,5.020073413848877,0.0,5.020073413848877,5.020073413848877,5.020073413848877,5.020073413848877,5.020073413848877,0.0,5.020073413848877,5.020073413848877,0.0
92,CANCER-PHON,ANOTHER-CONTROL,PNG,-1,17.751200914382935,0.0,17.751200914382935,17.751200914382935,17.751200914382935,17.751200914382935,17.751200914382935,0.0,17.751200914382935,17.751200914382935,0.0
93,CANCER-PHON,ANOTHER-CONTROL,PPMD,-1,8.051403045654297,0.0,8.051403045654297,8.051403045654297,8.051403045654297,8.051403045654297,8.051403045654297,0.0,8.051403045654297,8.051403045654297,0.0
94,CANCER-PHON,ANOTHER-CONTROL,WEBP,-1,23.578831672668457,0.0,23.578831672668457,23.578831672668457,23.578831672668457,23.578831672668457,23.578831672668457,0.0,23.578831672668457,23.578831672668457,0.0
95,CANCER-PHON,ANOTHER-CONTROL,ZLIB,-1,5.580464124679565,0.0,5.580464124679565,5.580464124679565,5.580464124679565,5.580464124679565,5.580464124679565,0.0,5.580464124679565,5.580464124679565,0.0
96,CANCER-PHON,CONC,BZ2,13,2.250182867050171,0.0,2.250182867050171,2.250182867050171,2.250182867050171,2.250182867050171,2.250182867050171,0.0,2.250182867050171,2.250182867050171,0.0
97,CANCER-PHON,CONC,ENTROPY,17,2.53272271156311,0.0,2.53272271156311,2.53272271156311,2.53272271156311,2.53272271156311,2.53272271156311,0.0,2.53272271156311,2.53272271156311,0.0
98,CANCER-PHON,CONC,GZIP,10,3.321519613265991,0.0,3.321519613265991,3.321519613265991,3.321519613265991,3.321519613265991,3.321519613265991,0.0,3.321519613265991,3.321519613265991,0.0
99,CANCER-PHON,CONC,JP2,11,9.403262853622437,0.0,9.403262853622437,9.403262853622437,9.403262853622437,9.403262853622437,9.403262853622437,0.0,9.403262853622437,9.403262853622437,0.0
100,CANCER-PHON,CONC,PNG,8,4.66850471496582,0.0,4.66850471496582,4.66850471496582,4.66850471496582,4.66850471496582,4.66850471496582,0.0,4.66850471496582,4.66850471496582,0.0
101,CANCER-PHON,CONC,PPMD,9,1.759916067123413,0.0,1.759916067123413,1.759916067123413,1.759916067123413,1.759916067123413,1.759916067123413,0.0,1.759916067123413,1.759916067123413,0.0
102,CANCER-PHON,CONC,WEBP,11,7.904905080795288,0.0,7.904905080795288,7.904905080795288,7.904905080795288,7.904905080795288,7.904905080795288,0.0,7.904905080795288,7.904905080795288,0.0
103,CANCER-PHON,CONC,ZLIB,9,1.120989561080932,0.0,1.120989561080932,1.120989561080932,1.120989561080932,1.120989561080932,1.120989561080932,0.0,1.120989561080932,1.120989561080932,0.0
104,CANCER-PHON,PROCESS,BZ2,2,0.44902467727661105,0.0,0.44902467727661105,0.44902467727661105,0.44902467727661105,0.44902467727661105,0.44902467727661105,0.0,0.44902467727661105,0.44902467727661105,0.0
105,CANCER-PHON,PROCESS,ENTROPY,6,0.8660783767700191,0.0,0.8660783767700191,0.8660783767700191,0.8660783767700191,0.8660783767700191,0.8660783767700191,0.0,0.8660783767700191,0.8660783767700191,0.0
106,CANCER-PHON,PROCESS,GZIP,2,0.6715395450592041,0.0,0.6715395450592041,0.6715395450592041,0.6715395450592041,0.6715395450592041,0.6715395450592041,0.0,0.6715395450592041,0.6715395450592041,0.0
107,CANCER-PHON,PROCESS,JP2,24,17.999814748764038,0.0,17.999814748764038,17.999814748764038,17.999814748764038,17.999814748764038,17.999814748764038,0.0,17.999814748764038,17.999814748764038,0.0
108,CANCER-PHON,PROCESS,PNG,2,2.739041090011596,0.0,2.739041090011596,2.739041090011596,2.739041090011596,2.739041090011596,2.739041090011596,0.0,2.739041090011596,2.739041090011596,0.0
109,CANCER-PHON,PROCESS,PPMD,2,0.621462821960449,0.0,0.621462821960449,0.621462821960449,0.621462821960449,0.621462821960449,0.621462821960449,0.0,0.621462821960449,0.621462821960449,0.0
110,CANCER-PHON,PROCESS,WEBP,5,3.915919065475464,0.0,3.915919065475464,3.915919065475464,3.915919065475464,3.915919065475464,3.915919065475464,0.0,3.915919065475464,3.915919065475464,0.0
111,CANCER-PHON,PROCESS,ZLIB,2,0.383569240570068,0.0,0.383569240570068,0.383569240570068,0.383569240570068,0.383569240570068,0.383569240570068,0.0,0.383569240570068,0.383569240570068,0.0
112,CANCER-PHON,TRAIN,BZ2,7,1.117454290390014,0.0,1.117454290390014,1.117454290390014,1.117454290390014,1.117454290390014,1.117454290390014,0.0,1.117454290390014,1.117454290390014,0.0
113,CANCER-PHON,TRAIN,ENTROPY,5,0.755428314208984,0.0,0.755428314208984,0.755428314208984,0.755428314208984,0.755428314208984,0.755428314208984,0.0,0.755428314208984,0.755428314208984,0.0
114,CANCER-PHON,TRAIN,GZIP,12,2.712365865707397,0.0,2.712365865707397,2.712365865707397,2.712365865707397,2.712365865707397,2.712365865707397,0.0,2.712365865707397,2.712365865707397,0.0
115,CANCER-PHON,TRAIN,JP2,17,14.5076162815094,0.0,14.5076162815094,14.5076162815094,14.5076162815094,14.5076162815094,14.5076162815094,0.0,14.5076162815094,14.5076162815094,0.0
116,CANCER-PHON,TRAIN,PNG,12,6.104011535644531,0.0,6.104011535644531,6.104011535644531,6.104011535644531,6.104011535644531,6.104011535644531,0.0,6.104011535644531,6.104011535644531,0.0
117,CANCER-PHON,TRAIN,PPMD,4,0.990469217300415,0.0,0.990469217300415,0.990469217300415,0.990469217300415,0.990469217300415,0.990469217300415,0.0,0.990469217300415,0.990469217300415,0.0
118,CANCER-PHON,TRAIN,WEBP,5,3.872280120849609,0.0,3.872280120849609,3.872280120849609,3.872280120849609,3.872280120849609,3.872280120849609,0.0,3.872280120849609,3.872280120849609,0.0
119,CANCER-PHON,TRAIN,ZLIB,11,1.383583784103393,0.0,1.383583784103393,1.383583784103393,1.383583784103393,1.383583784103393,1.383583784103393,0.0,1.383583784103393,1.383583784103393,0.0
120,CANCER-PHON,MODEL,BZ2,16,2.469982385635376,0.0,2.469982385635376,2.469982385635376,2.469982385635376,2.469982385635376,2.469982385635376,0.0,2.469982385635376,2.469982385635376,0.0
121,CANCER-PHON,MODEL,ENTROPY,7,1.120966911315918,0.0,1.120966911315918,1.120966911315918,1.120966911315918,1.120966911315918,1.120966911315918,0.0,1.120966911315918,1.120966911315918,0.0
122,CANCER-PHON,MODEL,GZIP,22,5.344463348388672,0.0,5.344463348388672,5.344463348388672,5.344463348388672,5.344463348388672,5.344463348388672,0.0,5.344463348388672,5.344463348388672,0.0
123,CANCER-PHON,MODEL,JP2,8,6.665830373764038,0.0,6.665830373764038,6.665830373764038,6.665830373764038,6.665830373764038,6.665830373764038,0.0,6.665830373764038,6.665830373764038,0.0
124,CANCER-PHON,MODEL,PNG,6,3.003434181213379,0.0,3.003434181213379,3.003434181213379,3.003434181213379,3.003434181213379,3.003434181213379,0.0,3.003434181213379,3.003434181213379,0.0
125,CANCER-PHON,MODEL,PPMD,18,3.923768997192383,0.0,3.923768997192383,3.923768997192383,3.923768997192383,3.923768997192383,3.923768997192383,0.0,3.923768997192383,3.923768997192383,0.0
126,CANCER-PHON,MODEL,WEBP,-1,21.18387460708618,0.0,21.18387460708618,21.18387460708618,21.18387460708618,21.18387460708618,21.18387460708618,0.0,21.18387460708618,21.18387460708618,0.0
127,CANCER-PHON,MODEL,ZLIB,15,1.882583141326904,0.0,1.882583141326904,1.882583141326904,1.882583141326904,1.882583141326904,1.882583141326904,0.0,1.882583141326904,1.882583141326904,0.0
128,WINE-HEART,API,BZ2,15,2.103256702423095,0.0,2.103256702423095,2.103256702423095,2.103256702423095,2.103256702423095,2.103256702423095,0.0,2.103256702423095,2.103256702423095,0.0
129,WINE-HEART,API,ENTROPY,25,3.517523765563965,0.0,3.517523765563965,3.517523765563965,3.517523765563965,3.517523765563965,3.517523765563965,0.0,3.517523765563965,3.517523765563965,0.0
130,WINE-HEART,API,GZIP,10,2.2126376628875732,0.0,2.2126376628875732,2.2126376628875732,2.2126376628875732,2.2126376628875732,2.2126376628875732,0.0,2.2126376628875732,2.2126376628875732,0.0
131,WINE-HEART,API,JP2,9,6.716759443283081,0.0,6.716759443283081,6.716759443283081,6.716759443283081,6.716759443283081,6.716759443283081,0.0,6.716759443283081,6.716759443283081,0.0
132,WINE-HEART,API,PNG,12,3.902270078659057,0.0,3.902270078659057,3.902270078659057,3.902270078659057,3.902270078659057,3.902270078659057,0.0,3.902270078659057,3.902270078659057,0.0
133,WINE-HEART,API,PPMD,17,3.061523199081421,0.0,3.061523199081421,3.061523199081421,3.061523199081421,3.061523199081421,3.061523199081421,0.0,3.061523199081421,3.061523199081421,0.0
134,WINE-HEART,API,WEBP,14,7.042214393615723,0.0,7.042214393615723,7.042214393615723,7.042214393615723,7.042214393615723,7.042214393615723,0.0,7.042214393615723,7.042214393615723,0.0
135,WINE-HEART,API,ZLIB,12,1.493937253952026,0.0,1.493937253952026,1.493937253952026,1.493937253952026,1.493937253952026,1.493937253952026,0.0,1.493937253952026,1.493937253952026,0.0
